"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.08333332465278,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.05263156814404,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.35294116262976,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.84999999075,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.13333331911111,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.51874999367188,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.7245833458164,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.86956520926276,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.63157893351801,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.33470586861938,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.31315788256233,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.75066672685109,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.956666662111111,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.690952382343036,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2011",0.671052628047091,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.36644999816775,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2013",0.4014999979925,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.799999996,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2015",0.44999999775,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2016",0.8999999955,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2017",0.591784646960012,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2018",0.599359519584281,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1990",5.02411441376241,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1991",5.14956720413217,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1992",4.88641308680011,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1993",4.93924272618328,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1994",5.46044904914327,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1995",5.61972789020073,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1996",5.71962791380423,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1997",5.80829492998337,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1998",5.96302877999555,
"EGY","CROPYIELD","RICE","TONNE_HA","A","1999",6.12783217937232,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2000",6.28224582605732,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2001",6.40317076704219,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2002",6.36735369324697,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2003",6.7229010874392,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2004",6.78507120638002,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2005",6.89133721572812,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2006",6.94834525835594,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2007",6.74014349264848,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2008",6.71486450137982,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2009",6.61939520218641,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2010",6.50084878416888,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2011",6.6029593270938,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2012",6.59156114429207,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2013",6.62834662045313,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2014",6.6667907690514,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2015",6.61951219404561,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2016",6.63664122036082,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2017",6.71628036795318,
"EGY","CROPYIELD","RICE","TONNE_HA","A","2018",6.78904488590401,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1990",5.1985383672109,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1991",4.81525241623896,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1992",5.25369738279253,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1993",5.29934210468209,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1994",5.00225479086784,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1995",5.42369668195036,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1996",5.63913470937668,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1997",5.59712918606726,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1998",5.99115044188878,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1999",6.3469999993653,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2000",6.34202898489449,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2001",6.35670731642716,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2002",6.43203883432699,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2003",6.50047483319084,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2004",6.55525114095386,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2005",6.4920255178236,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2006",6.4289044284049,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2007",6.46713409233417,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2008",6.50122249335768,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2009",6.44704992386936,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.69151467044476,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2011",6.56284152954232,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2012",6.62311746938079,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2013",6.62186756218523,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2014",6.49587008214365,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2015",6.34696755949598,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2016",6.78733031623022,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2017",6.84841611805611,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.90999322120181,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1990",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1991",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1992",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1993",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1994",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1995",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1996",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1997",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1998",0.99889012208657,
"ETH","CROPYIELD","RICE","TONNE_HA","A","1999",1.18181820496694,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2000",1.18181816033058,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2001",1.19166665248016,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2002",1.21333334780782,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2003",1.20714283989796,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2004",1.19999998153846,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2005",1.19999998153846,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2006",1.17419352944849,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2007",1.89938527021104,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2008",1.32222226391042,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2009",1.40492662179261,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2010",1.96521738473171,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2011",1.88202613764044,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2012",1.88157894286704,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2013",1.77692307166591,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2014",1.83055561831678,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2015",1.81142864787655,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2016",1.84736841716343,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2017",1.90372201798967,
"ETH","CROPYIELD","RICE","TONNE_HA","A","2018",1.9271744177218,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1990",0.99889012208657,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1991",0.99889012208657,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1992",0.99889012208657,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1993",0.970979443655262,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1994",1.13034410832843,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.37352245846649,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.39682539665484,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.29196217478818,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.37379807675796,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.11542192035738,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.16290021510886,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.32558139523874,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.43936381695434,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.38765014067259,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.46860782516209,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.55722463345852,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.51986301359453,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.67096336487985,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.62385964900885,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.82660334376418,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.83902127059862,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.02922758214788,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.10995085982126,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.44396017593162,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.61234567885109,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.60432098749356,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.62345678996151,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.66018511081099,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.69880115275354,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1990",1.07448980788698,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1991",0.969473683190028,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1992",1.00624999874219,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1993",1.24415585777015,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1994",1.21975308491389,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1995",1.347999998652,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1996",1.25523809404263,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1997",1.02124046488878,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1998",0.905644171084629,
"GHA","CROPYIELD","RICE","TONNE_HA","A","1999",1.2188381060207,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2000",1.2953124988756,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2001",1.20262775380551,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2002",1.3680781747817,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2003",1.22461544113096,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2004",1.21507540617775,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2005",1.43500002339992,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2006",1.19999999904,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2007",1.020936672623,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2008",1.36400602306927,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2009",1.44605916911615,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2010",1.62781458620418,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2011",1.4103343836941,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2012",1.52295514431506,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2013",1.58267718513713,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2014",1.61425394200587,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2015",1.65180002611511,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2016",1.66373956467212,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2017",1.6530860289138,
"GHA","CROPYIELD","RICE","TONNE_HA","A","2018",1.67602885618278,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1990",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1991",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1992",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1993",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1994",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1999",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2003",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2006",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2007",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2011",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2013",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2015",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2016",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.0438132826866,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.06132889686311,
"IND","CROPYIELD","RICE","TONNE_HA","A","1990",1.74025048020206,
"IND","CROPYIELD","RICE","TONNE_HA","A","1991",1.7509918668963,
"IND","CROPYIELD","RICE","TONNE_HA","A","1992",1.74390617519927,
"IND","CROPYIELD","RICE","TONNE_HA","A","1993",1.88764225580685,
"IND","CROPYIELD","RICE","TONNE_HA","A","1994",1.9110044747085,
"IND","CROPYIELD","RICE","TONNE_HA","A","1995",1.79705161425451,
"IND","CROPYIELD","RICE","TONNE_HA","A","1996",1.88188111615951,
"IND","CROPYIELD","RICE","TONNE_HA","A","1997",1.8996569850359,
"IND","CROPYIELD","RICE","TONNE_HA","A","1998",1.92134958260363,
"IND","CROPYIELD","RICE","TONNE_HA","A","1999",1.98582411836848,
"IND","CROPYIELD","RICE","TONNE_HA","A","2000",1.90053927356884,
"IND","CROPYIELD","RICE","TONNE_HA","A","2001",2.07884204899314,
"IND","CROPYIELD","RICE","TONNE_HA","A","2002",1.74422624525994,
"IND","CROPYIELD","RICE","TONNE_HA","A","2003",2.07850491864372,
"IND","CROPYIELD","RICE","TONNE_HA","A","2004",1.98368204147997,
"IND","CROPYIELD","RICE","TONNE_HA","A","2005",2.10238021071438,
"IND","CROPYIELD","RICE","TONNE_HA","A","2006",2.13075392115204,
"IND","CROPYIELD","RICE","TONNE_HA","A","2007",2.20178729527854,
"IND","CROPYIELD","RICE","TONNE_HA","A","2008",2.17799646965531,
"IND","CROPYIELD","RICE","TONNE_HA","A","2009",2.12531451581614,
"IND","CROPYIELD","RICE","TONNE_HA","A","2010",2.23926187637084,
"IND","CROPYIELD","RICE","TONNE_HA","A","2011",2.39283757097872,
"IND","CROPYIELD","RICE","TONNE_HA","A","2012",2.46155369380006,
"IND","CROPYIELD","RICE","TONNE_HA","A","2013",2.41639486614549,
"IND","CROPYIELD","RICE","TONNE_HA","A","2014",2.39120870077216,
"IND","CROPYIELD","RICE","TONNE_HA","A","2015",2.38107183579845,
"IND","CROPYIELD","RICE","TONNE_HA","A","2016",2.43807390816923,
"IND","CROPYIELD","RICE","TONNE_HA","A","2017",2.47342567789345,
"IND","CROPYIELD","RICE","TONNE_HA","A","2018",2.50781741792105,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1990",2.1210960769206,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1991",2.28141680803459,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1992",2.39403318716192,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.3266501280966,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.37960790550611,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.55902723734413,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.48278757345775,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.67895082472794,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.48520377583726,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.59012462303314,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.77846903877327,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.70805649065304,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.76219408321094,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.60993809159788,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.71291596163673,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.60167532121972,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.61856215072263,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.70798362299316,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.80216840827846,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.90717786104458,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.83907238228096,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.98830409355697,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.17749497654663,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.1166883311565,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.1454074098279,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.74995232948977,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.17267695691439,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.99999999995272,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.03614223186135,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1990",2.92532089123095,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1991",2.79415226183529,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1992",2.95444474463699,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1993",2.9752815110518,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1994",2.86786845534872,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1995",2.87011715332339,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1996",2.87089887637968,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1997",2.79216407860343,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1998",2.6456128371232,
"IDN","CROPYIELD","RICE","TONNE_HA","A","1999",2.67872440601751,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2000",2.78132526033325,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2001",2.77316108561054,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2002",2.82455342415741,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2003",2.86829423798274,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2004",2.86705803526779,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2005",2.89071777299321,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2006",2.91993285730636,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2007",2.97371299678147,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2008",3.09278258186566,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2009",3.13606978989369,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2010",3.14655757065231,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2011",3.12459335684345,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2012",3.22232690414677,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2013",3.23238903382484,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2014",3.2215792944763,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2015",3.27612303288071,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2016",3.23485550374159,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2017",3.28337800873594,
"IDN","CROPYIELD","RICE","TONNE_HA","A","2018",3.33181734898983,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1990",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1991",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1992",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1993",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1994",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1999",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2003",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2006",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2007",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2011",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2013",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2015",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2016",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.03743245433355,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.05306418100967,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1990",2.49515271695509,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1991",2.55137457000836,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1992",2.49463091915301,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1993",2.44387755060478,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1994",2.5278863228192,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1995",2.56007067092578,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1996",2.81933333286344,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1997",2.62966258253732,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1998",2.8385853653921,
"IRN","CROPYIELD","RICE","TONNE_HA","A","1999",2.5199999995707,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2000",2.38104476521462,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2001",2.49362168287837,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2002",3.04702575039223,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2003",3.07270638014171,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2004",2.68193742065085,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2005",2.81045943706698,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2006",2.67198536565418,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2007",2.79007078911041,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2008",2.53387485931783,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2009",2.57248127946702,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2010",2.8500460052048,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2011",2.303769234598,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2012",2.67052867260544,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2013",2.7969117530187,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2014",2.8084363302655,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2015",2.83170731661273,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2016",2.92265624954334,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2017",2.76854293493768,
"IRN","CROPYIELD","RICE","TONNE_HA","A","2018",2.79724335099436,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1990",1.27620261227658,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1991",1.34080516559508,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1992",1.46883116880997,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1993",1.49262865088327,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1994",1.60277204362131,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.70976092581529,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.58264854611911,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.59469757101771,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.93446601938617,
